,name,brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,SIM,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,ratio,pixel,WLAN,Colors,Sensors,Bluetooth,GPU,Loudspeaker,3.5mm jack,Chipset,Network,Card slot,Storage,RAM
3914,samsung galaxy s22+ 5g,samsung,True,True,True,True,2022.0,Available,195.0,157.4,75.8,7.6,eSIM,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)",6.6,393.0,88.3,Android 12,4500.0,620.01,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Phantom Black, White, Pink Gold, Green, Graphite, Sky Blue, Violet, Cream, Bora Purple","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","5.2, A2DP, LE",Xclipse 920 - EuropeAdreno 730 - ROW,False,False,Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G (5+ Gbps DL)",No,128GB,8GB
3915,samsung galaxy s22 5g,samsung,True,True,True,True,2022.0,Available,167.0,146.0,70.6,7.6,eSIM,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits (peak)",6.1,425.0,87.4,Android 12,3700.0,395.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Phantom Black, White, Pink Gold, Green, Graphite, Sky Blue, Violet, Cream, Bora Purple","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","5.2, A2DP, LE",Xclipse 920 - EuropeAdreno 730 - ROW,False,False,Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G (5+ Gbps DL)",No,128GB,8GB
3916,samsung galaxy tab s8 ultra,samsung,True,True,True,True,2022.0,Available,726.0,326.4,208.6,5.5,Nano-SIM,"Super AMOLED, 120Hz, HDR10+",14.6,240.0,90.0,Android 12,11200.0,1150.0,8.0,16:10,5470080.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct",Graphite,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5.2, A2DP, LE",Adreno 730,False,False,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC (dedicated slot),128GB,8GB
3917,samsung galaxy tab s8+,samsung,True,True,True,True,2022.0,Available,567.0,285.0,185.0,5.7,Nano-SIM,"Super AMOLED, 120Hz, HDR10+",12.4,266.0,84.6,Android 12,10090.0,950.0,8.0,16:10,4905600.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Graphite, Silver, Pink Gold","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5.2, A2DP, LE",Adreno 730,False,False,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC (dedicated slot),128GB,8GB
3918,samsung galaxy tab s8,samsung,True,True,True,True,2022.0,Available,503.0,253.8,165.3,6.3,Nano-SIM,"TFT LCD, 120Hz",11.0,274.0,83.6,Android 12,8000.0,940.0,8.0,16:10,4096000.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Graphite, Silver, Pink Gold","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.2, A2DP, LE",Adreno 730,False,False,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC (dedicated slot),128GB,8GB
3919,samsung galaxy s21 fe 5g,samsung,True,True,True,True,2022.0,Available,177.0,155.7,74.5,7.9,Nano-SIM,"Dynamic AMOLED 2X, 120Hz, HDR10+",6.4,403.0,86.7,Android 12,4500.0,295.96,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","White, Graphite, Lavender, Olive","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Adreno 660 - Version 1Mali-G78 MP14 - Version 2,False,False,Qualcomm SM8350 Snapdragon 888 5G (5 nm) - Version 1Exynos 2100 (5 nm) - Version 2,"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat19 1600/200 Mbps, 5G",No,128GB,6GB
3920,samsung galaxy tab a8 10 5 (2021),samsung,True,True,True,False,2021.0,Available,508.0,246.8,161.9,6.9,Nano-SIM,TFT LCD,10.5,216.0,80.0,Android 11,7040.0,230.0,8.0,16:10,2304000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Gray, Silver, Pink Gold","Accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali G52 MP2,False,True,Unisoc Tiger T618 (12 nm),"GSM / HSPA / LTE HSPA, LTE",microSDXC (dedicated slot),32GB,2GB
3921,samsung galaxy a13 5g,samsung,True,True,True,True,2021.0,Available,195.0,164.5,76.5,8.8,Nano-SIM,"PLS LCD, 90Hz",6.5,270.0,81.1,Android 11,5000.0,177.45,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Black,"Fingerprint (side-mounted), accelerometer, gyro, compass, barometer","5.0, A2DP, LE",Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),"GSM / HSPA / LTE / 5G HSPA, LTE, 5G",microSDXC (dedicated slot),64GB,4GB
3922,samsung galaxy a03,samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,Nano-SIM,PLS LCD,6.5,270.0,81.8,Android 11,5000.0,105.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, Blue, Red","Accelerometer, proximity","5.0, A2DP, LE",Mali-G57 MP1,True,True,Unisoc T606 (12 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),32GB,2GB
3923,samsung galaxy a03 core,samsung,True,True,True,False,2021.0,Available,211.0,164.2,75.9,9.1,Nano-SIM,PLS LCD,6.5,270.0,81.8,Android 11,5000.0,95.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue","Accelerometer, proximity","4.2, A2DP",IMG8322,True,True,Unisoc SC9863A (28nm),"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE",microSDXC (dedicated slot),32GB,2GB
3924,samsung galaxy f42 5g,samsung,True,True,True,True,2021.0,Available,203.0,167.2,76.4,9.0,Nano-SIM,"TFT LCD, 90Hz",6.6,400.0,82.1,Android 11,5000.0,240.0,8.0,20:9,2600640.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Matte Aqua, Matte Black","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (dedicated slot),128GB,6GB
3925,samsung galaxy m52 5g,samsung,True,True,True,True,2021.0,Available,173.0,164.2,76.4,7.4,Nano-SIM,"Super AMOLED Plus, 120Hz",6.7,393.0,86.4,Android 11,5000.0,242.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Icy Blue, Blazing Black, White","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Adreno 642L,True,False,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (uses shared SIM slot),128GB,6GB
3926,samsung galaxy m22,samsung,True,True,True,False,2021.0,Available,186.0,159.9,74.0,8.4,Nano-SIM,"Super AMOLED, 90Hz, 600 nits (HDR)",6.4,274.0,83.6,Android 11,5000.0,160.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, White, Light Blue","Fingerprint (side-mounted), unspecified sensors","5.0, A2DP, LE",Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3927,samsung galaxy m32 5g,samsung,True,True,True,True,2021.0,Available,205.0,164.2,76.1,9.1,Nano-SIM,TFT LCD,6.5,270.0,81.6,Android 11,5000.0,220.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Slate Black, Sky Blue","Fingerprint (side-mounted), accelerometer, gyro, compass","5.0, A2DP, LE, aptX",Mali-G57 MC3,True,True,Mediatek Dimensity 720 (7 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A",microSDXC (uses shared SIM slot),128GB,6GB
3928,samsung galaxy a03s,samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,Nano-SIM,PLS LCD,6.5,270.0,81.8,Android 11,5000.0,99.99,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue, White","Fingerprint (side-mounted), accelerometer, proximity","5.0, A2DP",PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),32GB,2GB
3929,samsung galaxy a52s 5g,samsung,True,True,True,True,2021.0,Available,189.0,159.9,75.1,8.4,Nano-SIM,"Super AMOLED, 120Hz, 800 nits (HBM)",6.5,405.0,84.9,Android 11,4500.0,205.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Awesome Black, Awesome White, Awesome Purple, Awesome Mint","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Adreno 642L,False,True,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),"GSM / HSPA / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G",microSDXC (uses shared SIM slot),128GB,4GB
3930,samsung galaxy z fold3 5g,samsung,True,True,True,True,2021.0,Available,271.0,,128.1,6.4,eSIM,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",7.6,374.0,88.8,Android 11,4400.0,662.0,8.0,,3903744.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Phantom Black, Phantom Silver, Phantom Green, Thom Browne Edition, Wooyoungmi Edition","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","5.2, A2DP, LE, aptX HD",Adreno 660,False,False,Qualcomm SM8350 Snapdragon 888 5G (5 nm),"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G",No,256GB,12GB
3931,samsung galaxy z flip3 5g,samsung,True,True,True,True,2021.0,Available,183.0,,72.2,6.9,eSIM,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",6.7,426.0,84.7,Android 11,3300.0,336.0,8.0,,2851200.0,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Phantom Black, Green, Lavender, Cream, White, Pink, Gray, Thom Browne Edition, Bespoke Edition, Wooyoungmi Edition, Dream White","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","5.1, A2DP, LE",Adreno 660,False,False,Qualcomm SM8350 Snapdragon 888 5G (5 nm),"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/200 Mbps, 5G",No,128GB,8GB
3932,samsung galaxy watch4 classic,samsung,True,True,True,False,2021.0,Available,52.0,45.5,45.5,11.0,eSIM,Super AMOLED,1.4,321.0,,OS 4,361.0,147.02,2.0,,202500.0,"Wi-Fi 802.11 a/b/g/n, dual-band","Black, Silver, Thom Browne Edition, Bespoke Edition","Accelerometer, gyro, compass, barometer, heart rate, SpO2","5.0, A2DP, LE",Mali-G68,True,False,Exynos W920 (5 nm),"GSM / HSPA / LTE HSPA, LTE",No,16GB,1.5GB
3933,samsung galaxy watch4,samsung,True,True,True,False,2021.0,Available,30.3,44.4,43.3,9.8,eSIM,Super AMOLED,1.4,321.0,,OS 4,361.0,99.82,2.0,,202500.0,"Wi-Fi 802.11 a/b/g/n, dual-band","Black, Pink Gold, Silver, Green, Thom Browne Edition, Bespoke Edition, PXG Golf Edition","Accelerometer, gyro, compass, barometer, heart rate, SpO2","5.0, A2DP, LE",Mali-G68,True,False,Exynos W920 (5 nm),"GSM / HSPA / LTE HSPA, LTE",No,16GB,1.5GB
3934,samsung galaxy a12 (india),samsung,True,True,True,False,2021.0,Available,205.0,164.0,75.8,8.9,Nano-SIM,PLS LCD,6.5,270.0,82.1,Android 11,5000.0,160.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue, White","Fingerprint (side-mounted), accelerometer","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),64GB,4GB
3935,samsung galaxy a12 nacho,samsung,True,True,True,False,2021.0,Available,205.0,164.0,75.8,8.9,Nano-SIM,PLS LCD,6.5,270.0,82.1,Android 11,5000.0,227.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue, Red","Fingerprint (side-mounted), accelerometer","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),32GB,3GB
3936,samsung galaxy m21 2021,samsung,True,True,True,False,2021.0,Available,192.0,159.0,75.1,9.0,Nano-SIM,"Super AMOLED, 420 nits (peak)",6.4,403.0,84.2,Android 11,6000.0,130.0,8.0,5:9,2527200.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Charcoal Black, Arctic Blue","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G72 MP3,True,True,Exynos 9611 (10nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3937,samsung galaxy f22,samsung,True,True,True,False,2021.0,Available,203.0,160.0,74.0,9.4,Nano-SIM,"Super AMOLED, 90Hz, 600 nits (HDR)",6.4,274.0,83.5,Android 11,6000.0,170.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Denim Black, Denim Blue","Fingerprint (side-mounted), accelerometer, gyro, compass","5.0, A2DP, LE",Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3938,samsung galaxy m32,samsung,True,True,True,False,2021.0,Available,180.0,159.3,74.0,8.4,Nano-SIM,"Super AMOLED, 90Hz, 800 nits (HBM)",6.4,411.0,83.9,Android 11,5000.0,198.94,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, Light Blue","Fingerprint (side-mounted), accelerometer, gyro, compass","5.0, A2DP, LE",Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3939,samsung galaxy a22 5g,samsung,True,True,True,True,2021.0,Available,203.0,167.2,76.4,9.0,Nano-SIM,"TFT LCD, 90Hz",6.6,399.0,82.3,Android 11,5000.0,195.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Gray, White, Mint, Violet","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (dedicated slot),64GB,4GB
3940,samsung galaxy a22,samsung,True,True,True,False,2021.0,Available,186.0,159.3,73.6,8.4,Nano-SIM,"Super AMOLED, 90Hz, 600 nits",6.4,274.0,84.3,Android 11,5000.0,126.76,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, White, Mint, Violet","Fingerprint (side-mounted), accelerometer, gyro, compass","5.0, A2DP, LE",Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3941,samsung galaxy tab a7 lite,samsung,True,True,True,False,2021.0,Available,366.0,212.5,124.7,8.0,Nano-SIM,TFT LCD,8.7,179.0,81.1,Android 11,5100.0,,8.0,5:3,1072000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Gray, Silver","Accelerometer, compass","5.0, A2DP, LE",PowerVR GE8320,False,True,Mediatek MT8768T Helio P22T (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),32GB,2GB
3942,samsung galaxy tab s7 fe,samsung,True,True,True,True,2021.0,Available,608.0,284.8,185.0,6.3,Nano-SIM,TFT LCD,12.4,243.0,84.6,Android 11,10090.0,650.0,8.0,16:10,4096000.0,"Wi-Fi 802.11 a/b/g/n/ac/6 (Wi-Fi), Wi-Fi 802.11 a/b/g/n/ac (5G)","Mystic Black, Mystic Silver, Mystic Green, Mystic Pink","Accelerometer, proximity, compass, gyro (5G model only)","5.2, A2DP, LE (Wi-Fi), 5.2, A2DP, LE (5G)",Adreno 619 - 5G modelAdreno 642L - Wi-Fi model,False,False,Qualcomm SM7225 Snapdragon 750G 5G (8 nm) - 5G modelQualcomm SM7325 Snapdragon 778G 5G (6 nm) - Wi-Fi model,"GSM / HSPA / LTE / 5G HSPA, LTE-A (CA), 5G",microSDXC (dedicated slot),64GB,4GB
3943,samsung galaxy f52 5g,samsung,True,True,True,True,2021.0,Available,199.0,164.6,76.3,8.7,Nano-SIM,"TFT LCD, 120Hz",6.6,400.0,83.6,Android 11,4500.0,260.0,8.0,20:9,2600640.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","White, Black","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (uses shared SIM slot),128GB,8GB
3944,samsung galaxy m42 5g,samsung,True,True,True,True,2021.0,Available,190.0,164.4,75.9,8.6,Nano-SIM,Super AMOLED,6.6,266.0,84.3,Android 11,5000.0,220.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Prism Dot Black, Prism Dot Gray","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (uses shared SIM slot),128GB,6GB
3945,samsung galaxy m12,samsung,True,True,True,False,2021.0,Available,212.0,164.0,75.9,9.7,Nano-SIM,"PLS LCD, 90Hz",6.5,270.0,81.9,Android 11,5000.0,148.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Blue, Green","Fingerprint (side-mounted), accelerometer","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),32GB,3GB
3946,samsung galaxy quantum 2,samsung,True,True,True,True,2021.0,Available,176.0,161.9,73.8,8.1,Nano-SIM,"Dynamic AMOLED 2X, 120Hz, 1200 nits (peak)",6.7,524.0,90.7,Android 11,4500.0,520.0,8.0,20:9,4608000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Black, White, Violet","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Adreno 640 (700 MHz),False,False,"Qualcomm SM8150 Snapdragon 855+ (7 nm), QRNG security chipset","GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (dedicated slot),128GB,6GB
3947,samsung galaxy f12,samsung,True,True,True,False,2021.0,Available,221.0,164.0,75.9,9.7,Nano-SIM,"PLS LCD, 90Hz",6.5,270.0,81.9,Android 11,6000.0,130.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Sea Green, Sky Blue, Celestial Black","Fingerprint (side-mounted), accelerometer","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3948,samsung galaxy f02s,samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,Nano-SIM,PLS LCD,6.5,270.0,81.8,Android 10,5000.0,100.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Ceramic Blue, Ceramic White, Ceramic Black","Accelerometer, proximity","4.2, A2DP",Adreno 506,True,True,Qualcomm SDM450 Snapdragon 450 (14 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),32GB,3GB
3949,samsung galaxy a72,samsung,True,True,True,False,2021.0,Available,203.0,165.0,77.4,8.4,Nano-SIM,"Super AMOLED, 90Hz, 800 nits (HBM)",6.7,394.0,84.4,Android 11,5000.0,280.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Awesome Black, Awesome White, Awesome Violet, Awesome Blue","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Adreno 618,False,True,Qualcomm SM7125 Snapdragon 720G (8 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (uses shared SIM slot),128GB,6GB
3950,samsung galaxy a52 5g,samsung,True,True,True,True,2021.0,Available,189.0,159.9,75.1,8.4,Nano-SIM,"Super AMOLED, 120Hz, HDR10+, 800 nits (HBM)",6.5,407.0,84.1,Android 11,4500.0,206.47,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Awesome Black, Awesome White, Awesome Violet, Awesome Blue","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Adreno 619,False,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),"GSM / HSPA / LTE / 5G HSPA, LTE-A, 5G",microSDXC (uses shared SIM slot),128GB,6GB
3951,samsung galaxy a52,samsung,True,True,True,False,2021.0,Available,189.0,159.9,75.1,8.4,Nano-SIM,"Super AMOLED, 90Hz, 800 nits (HBM)",6.5,407.0,84.1,Android 11,4500.0,200.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Awesome Black, Awesome White, Awesome Violet, Awesome Blue","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Adreno 618,False,True,Qualcomm SM7125 Snapdragon 720G (8 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (uses shared SIM slot),128GB,4GB
3952,samsung galaxy xcover 5,samsung,True,True,True,False,2021.0,Available,172.0,147.1,71.6,9.2,Nano-SIM,PLS LCD,5.3,311.0,67.7,Android 11,3000.0,169.95,8.0,5:9,1065600.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Black,"Accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3953,samsung galaxy a32,samsung,True,True,True,False,2021.0,Available,184.0,158.9,73.6,8.4,Nano-SIM,"Super AMOLED, 90Hz, 800 nits (HBM)",6.4,411.0,84.6,Android 11,5000.0,146.08,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Awesome Black, Awesome White, Awesome Blue, Awesome Violet","Fingerprint (under display, optical), accelerometer, gyro, compass","5.0, A2DP, LE",Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3954,samsung galaxy m62,samsung,True,True,True,False,2021.0,Available,218.0,163.9,76.3,9.5,Nano-SIM,"Super AMOLED Plus, 420 nits (peak)",6.7,393.0,86.7,Android 11,7000.0,,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Laser Green, Laser Gray, Laser Blue","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G76 MP12,True,True,Exynos 9825 (7 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),128GB,8GB
3955,samsung galaxy f62,samsung,True,True,True,False,2021.0,Available,218.0,163.9,76.3,9.5,Nano-SIM,"Super AMOLED Plus, 420 nits (peak)",6.7,393.0,86.7,Android 11,7000.0,270.0,8.0,20:9,2592000.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Laser Green, Laser Gray, Laser Blue","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","5.0, A2DP, LE",Mali-G76 MP12,True,True,Exynos 9825 (7 nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),128GB,6GB
3956,samsung galaxy m12 (india),samsung,True,True,True,False,2021.0,Available,221.0,164.0,75.9,9.7,Nano-SIM,"PLS LCD, 90Hz",6.5,270.0,81.9,Android 11,6000.0,130.0,8.0,20:9,1152000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Attractive Black, Elegant Blue, Trendy Emerald Green","Fingerprint (side-mounted), accelerometer","5.0, A2DP, LE",Mali-G52,True,True,Exynos 850 (8nm),"GSM / HSPA / LTE HSPA, LTE-A",microSDXC (dedicated slot),64GB,4GB
3957,samsung galaxy s21 ultra 5g,samsung,True,True,True,True,2021.0,Available,227.0,165.1,75.6,8.9,eSIM,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1500 nits (peak)",6.8,515.0,89.8,Android 11,5000.0,422.0,8.0,20:9,4608000.0,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Phantom Black, Phantom Silver, Phantom Titanium, Phantom Navy, Phantom Brown, Navy","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer","5.2, A2DP, LE",Mali-G78 MP14 - InternationalAdreno 660 - USA/China,False,False,Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,"GSM / CDMA / HSPA / EVDO / LTE / 5G HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps, 5G (5+ Gbps DL)",No,128GB,12GB
